"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Deep Bay","River Ganges","GR2","2016-08-01","1","0.8","98","0.24","<0.05","<1","2","17","<1","<50","<0.1","7","<10","1.2","<1","230","3","<0.01","79","6.2","49000","0.034","<0.2","<0.01","735","3","113","<1","<2","1","0.8","0.041","<0.5","0.22","7.2","1","0.1","16","<1","<0.02","14","<1","0.61","3","0.36","160","58","14.9","<2","28.3","30","20000"
"Deep Bay","River Ganges","GR2","2016-09-01","1","1.1","80","0.2","<0.05","<1","1","15","<1","<50","<0.1","16","<10","0.5","<1","189","2","<0.01","88","7","100000","0.036","<0.2","<0.01","655","2","91","<1","3","1","0.62","0.056","<0.5","0.13","7.5","0.4","0.1","15","<1","<0.02","13","<1","0.5","4","0.24","150","86","13.3","<2","27.2","29","60000"
"Deep Bay","River Ganges","GR2","2016-10-03","1","1.3","150","0.21","<0.05","<1","2","17","<1","<50","<0.1","8","<10","0.7","<1","198","12","<0.01","86","6.9","36000","0.026","<0.2","<0.01","900","4","90","<1","<2","2","0.78","0.031","<0.5","0.094","7.3","0.5","0.1","17","<1","<0.02","33","<1","0.51","4","0.35","200","86","17.1","<2","26.7","37","29000"
"Deep Bay","River Ganges","GR2","2016-11-02","1","0.8","65","0.15","<0.05","<1","1","12","<1","<50","<0.1","7","<10","0.7","<1","167","2","<0.01","96","8.2","21000","0.02","<0.2","<0.01","493","1","45","<1","<2","<1","0.76","0.022","<0.5","0.1","7.3","1.1","0.1","15","<1","<0.02","6.3","<1","0.89","3","0.18","130","55","6.8","<2","23.5","19","2200"
"Deep Bay","River Ganges","GR2","2016-12-01","1","0.6","83","0.22","<0.05","<1","1","16","<1","<50","<0.1","9","10","<0.2","<1","190","4","<0.01","90","8.2","12000","0.036","<0.2","<0.01","553","<1","68","<1","<2","5","0.87","0.043","<0.5","0.054","7.2","1.4","0.1","15","<1","<0.02","7","<1","0.49","4","0.19","130","30","6.6","<2","19.8","24","6000"
"Deep Bay","River Ganges","GR3","2016-01-06","1","0.6","61","0.071","<0.05","<1","1","15","<1","<50","<0.1","10","<10","0.4","<1","139","1","<0.01","86","7.7","5600","0.075","0.2","<0.01","1257","<1","707","<1","<2","2","0.5","0.004","<0.5","0.006","7.4","0.3","0.1","13","<1","<0.02","4","<1","0.54","2","0.03","110","36","12.2","<2","20.5","16","1300"
"Deep Bay","River Ganges","GR3","2016-02-17","1","0.2","<50","0.077","<0.05","<1","<1","14","<1","<50","<0.1","<2","<10","0.3","<1","104","<1","<0.01","96","9.6","200","0.06","<0.2","<0.01","889","<1","674","<1","<2","1","0.3","<0.002","<0.5","0.002","7.6","0.4","0.1","12","<1","<0.02","1.4","<1","0.54","<1","0.03","85","34","3.8","<2","15.4","13","25"
"Deep Bay","River Ganges","GR3","2016-03-09","1","2.2","123","0.18","<0.05","<1","1","15","<1","<50","<0.1","7","<10","0.3","<1","141","3","<0.01","91","8.1","8500","0.045","0.2","<0.01","1267","2","535","<1","<2","1","0.78","0.023","<0.5","0.003","7.7","0.3","0.1","11","<1","<0.02","3.5","<1","0.66","4","0.03","120","58","23.7","<2","20.6","25","1100"
"Deep Bay","River Ganges","GR3","2016-04-01","1","0.4","<50","0.078","<0.05","<1","<1","13","<1","<50","<0.1","6","<10","<0.2","<1","104","1","<0.01","92","8.2","500","0.06","<0.2","<0.01","980","<1","656","<1","<2","<1","0.3","0.003","<0.5","<0.002","7.4","0.9","0.1","12","<1","<0.02","2.1","<1","0.36","1","0.03","96","38","3.3","<2","20.9","17","350"
"Deep Bay","River Ganges","GR3","2016-05-04","1","0.4","60","0.054","<0.05","<1","<1","11","<1","<50","<0.1","5","<10","<0.2","<1","63","1","<0.01","95","8.1","5000","0.09","<0.2","<0.01","869","<1","413","<1","<2","<1","0.33","0.003","<0.5","0.004","7.8","<0.2","0","12","<1","<0.02","2.6","<1","0.57","2","0.06","88","45","4.5","<2","23.3","22","200"
"Deep Bay","River Ganges","GR3","2016-06-01","1","0.5","<50","0.043","<0.05","<1","<1","11","<1","<50","<0.1","<2","<10","0.4","<1","74","<1","<0.01","95","7.8","6800","0.09","<0.2","<0.01","862","<1","559","<1","<2","<1","0.18","0.003","<0.5","<0.002","7.1","0.2","0","12","<1","<0.02","2.8","<1","0.26","<1","0.04","110","46","4.7","<2","25.5","17","130"
"Deep Bay","River Ganges","GR3","2016-07-04","1","1.4","200","0.038","<0.05","<1","2","14","<1","<50","<0.1","5","<10","0.5","<1","154","2","<0.01","91","7.4","60000","0.105","<0.2","<0.01","1531","2","781","<1","<2","<1","0.21","0.004","<0.5","0.003","7.4","<0.2","0.1","12","<1","<0.02","14","<1","0.22","2","0.11","180","110","29.4","<2","26.1","26","4500"
"Deep Bay","River Ganges","GR3","2016-08-01","1","0.5","65","0.055","<0.05","<1","1","11","<1","<50","<0.1","3","<10","0.3","<1","149","<1","<0.01","92","7.5","3900","0.09","<0.2","<0.01","938","1","588","<1","<2","<1","0.25","0.002","<0.5","<0.002","7.5","<0.2","0.1","13","<1","<0.02","1.5","<1","0.34","1","0.07","130","51","6.3","<2","26","10","1000"
"Deep Bay","River Ganges","GR3","2016-09-01","1","5.2","430","0.015","<0.05","<1","2","21","<1","<50","<0.1","17","<10","15","<1","171","5","<0.01","93","7.6","880000","0.09","<0.2","<0.01","1261","5","661","<1","<2","1","0.15","0.008","0.6","0.042","7.4","4.2","0.1","11","<1","<0.02","34","<1","0.72","5","0.25","160","50","54","<2","25.5","56","12000"
"Deep Bay","River Ganges","GR3","2016-10-03","1","<0.1","79","0.047","<0.05","<1","1","14","<1","<50","<0.1","3","<10","0.3","<1","165","1","<0.01","96","8","5800","0.09","<0.2","<0.01","1091","1","728","<1","<2","<1","0.27","0.005","<0.5","<0.002","7.3","<0.2","0.1","13","<1","<0.02","6.1","<1","0.25","1","0.07","140","64","13.2","<2","24.8","20","1100"
"Deep Bay","River Ganges","GR3","2016-11-02","1","0.5","<50","0.046","<0.05","<1","<1","11","<1","<50","<0.1","3","<10","0.2","<1","141","<1","<0.01","97","8.5","4800","0.09","<0.2","<0.01","1010","<1","770","<1","<2","<1","0.21","0.005","<0.5","<0.002","7.3","<0.2","0.1","12","<1","<0.02","3.4","<1","0.61","2","0.05","100","32","10.2","<2","21.7","16","410"
"Deep Bay","River Ganges","GR3","2016-12-01","1","0.1","<50","0.062","<0.05","<1","<1","12","<1","<50","<0.1","3","<10","0.6","<1","87","2","<0.01","96","9","740","0.06","<0.2","<0.01","1056","<1","1060","<1","<2","<1","0.24","<0.002","<0.5","0.002","7.5","<0.2","0.1","12","<1","<0.02","2.7","<1","0.23","1","<0.02","100","48","6.6","<2","18.6","18","290"
"Deep Bay","River Indus","IN1","2016-01-06","1","3.4","144","1.2","<0.05","<1","3","17","<1","70","<0.1","21","50","4.4","<1","363","2","<0.01","68","5.9","55000","null","0.4","<0.01","333","<1","124","<1","<2","8","2.1","0.2","<0.5","0.41","7.2","3.7","0.2","11","<1","<0.02","7.2","<1","3","7","0.55","230","35","5.8","<2","22.6","19","19000"
"Deep Bay","River Indus","IN1","2016-02-17","1","4.4","99","1","<0.05","<1","3","23","<1","<50","<0.1","23","51","2.2","2","332","3","<0.01","70","6.8","21000","null","0.3","<0.01","269","<1","54","<1","3","<1","2.1","0.28","<0.5","0.39","7.5","5.5","0.2","14","<1","<0.02","14","<1","2.4","7","0.55","260","64","11.9","<2","17.1","14","5400"
"Deep Bay","River Indus","IN1","2016-03-09","1","20","380","8.8","0.49","<1","3","23","<1","<50","<0.1","46","72","3.9","4","509","9","<0.01","50","4.4","1700000","null","0.4","<0.01","1210","5","208","<1","<2","11","1.4","0.51","<0.5","0.37","7.4","4.5","0.3","15","<1","<0.02","63","<1","12","10","1.1","390","110","40.4","<2","21.9","42","660000"
"Deep Bay","River Indus","IN1","2016-04-01","1","2.6","118","0.63","<0.05","<1","3","18","<1","66","<0.1","18","50","1.6","<1","366","3","<0.01","78","6.7","17000","null","0.3","<0.01","469","1","117","<1","<2","6","1.9","0.14","<0.5","0.19","7.1","<0.2","0.2","13","<1","<0.02","5.9","<1","1.9","8","0.31","270","86","6.2","<2","22.7","27","2500"
"Deep Bay","River Indus","IN1","2016-05-04","1","3.5","130","1.1","0.06","<1","3","17","<1","<50","<0.1","16","46","1.8","1","380","4","<0.01","48","3.8","800000","null","0.3","<0.01","411","2","106","<1","<2","6","2.7","0.31","<0.5","0.22","7.2","2.2","0.2","13","<1","<0.02","11","<1","2.3","7","0.32","210","57","12.5","<2","26.4","27","300000"
"Deep Bay","River Indus","IN1","2016-06-01","1","3.4","90","1.6","<0.05","<1","4","22","<1","<50","<0.1","12","43","1.7","<1","365","2","<0.01","59","4.5","370000","null","0.3","<0.01","509","1","173","<1","<2","4","1.9","0.14","<0.5","0.21","7","1.6","0.2","15","<1","<0.02","6","<1","2.5","4","0.29","210","52","7.5","<2","29.1","23","150000"
"Deep Bay","River Indus","IN1","2016-07-04","1","6.2","74","0.077","<0.05","<1","3","26","<1","<50","<0.1","8","<10","7.2","<1","522","2","<0.01","43","3.2","3800000","null","<0.2","<0.01","676","1","189","<1","<2","9","0.65","0.046","<0.5","0.17","7.3","2.5","0.2","16","<1","<0.02","9.8","<1","0.4","3","0.27","190","67","44.2","<2","30.3","16","1800000"
"Deep Bay","River Indus","IN1","2016-08-01","1","4.6","93","3.1","0.07","<1","3","20","<1","<50","<0.1","21","57","2.5","<1","476","4","<0.01","43","3.2","830000","null","0.3","<0.01","364","1","138","<1","<2","7","2.6","0.43","<0.5","0.36","7.2","2","0.2","14","<1","<0.02","12","<1","4.4","8","0.53","280","86","10.1","<2","30.6","21","460000"
"Deep Bay","River Indus","IN1","2016-09-01","1","4.4","76","4","<0.05","<1","2","24","<1","<50","<0.1","13","54","0.5","<1","477","2","<0.01","51","4","920000","null","0.4","<0.01","510","2","190","<1","<2","8","3.5","0.38","<0.5","0.25","7.3","1","0.2","16","<1","<0.02","8.8","<1","4.4","6","0.41","330","120","10.5","<2","28.3","18","410000"
"Deep Bay","River Indus","IN1","2016-10-03","1","3.5","227","4.2","0.08","<1","4","24","<1","<50","<0.1","16","57","3.1","2","483","4","<0.01","45","3.5","300000","null","0.3","<0.01","747","3","181","<1","<2","8","3.1","0.23","<0.5","0.3","7.7","1.6","0.2","16","<1","<0.02","22","<1","4.9","7","0.55","410","200","21.3","2","27.9","22","150000"
"Deep Bay","River Indus","IN1","2016-11-02","1","3.6","167","2","0.07","<1","3","22","<1","<50","<0.1","10","35","3.2","<1","318","3","<0.01","72","6.1","270000","null","0.3","<0.01","444","2","115","<1","<2","4","2.6","0.14","<0.5","0.16","7.7","3","0.2","16","<1","<0.02","14","<1","3.1","4","0.3","230","100","13.5","<2","23.9","21","110000"
"Deep Bay","River Indus","IN1","2016-12-01","1","5.1","210","3.7","0.24","<1","3","27","<1","<50","<0.1","13","49","0.4","<1","356","5","<0.01","59","5.4","650000","null","0.3","<0.01","758","3","195","<1","<2","5","2.7","0.18","<0.5","0.18","7.2","1.3","0.2","17","<1","0.02","20","<1","4.6","5","0.38","290","85","24.4","<2","20","36","400000"
"Deep Bay","River Indus","IN2","2016-01-06","1","7.3","252","1.4","0.07","<1","3","25","<1","<50","<0.1","14","16","3","<1","219","6","<0.01","67","5.9","300000","null","0.2","<0.01","441","4","114","<1","2","2","1.4","0.15","<0.5","0.16","7.4","4.6","0.1","11","<1","<0.02","16","<1","2.9","5","0.3","160","45","24.6","2","22","36","90000"
"Deep Bay","River Indus","IN2","2016-02-17","1","2.9","81","0.73","<0.05","<1","2","24","<1","<50","<0.1","5","12","1.7","<1","173","10","<0.01","97","9.7","14000","null","<0.2","<0.01","326","1","92","<1","2","2","1.4","0.13","<0.5","0.1","7.5","2.8","0.1","15","<1","<0.02","3.8","<1","1","2","0.16","160","49","5.3","<2","15.2","36","4300"
"Deep Bay","River Indus","IN2","2016-03-09","1","4.3","80","1.2","0.06","<1","2","25","<1","<50","<0.1","8","13","1.8","<1","206","3","<0.01","84","7.4","11000","null","0.2","<0.01","264","1","122","<1","<2","2","1.5","0.2","<0.5","0.14","7.6","2.6","0.1","16","<1","<0.02","2","<1","1.8","4","0.19","150","49","5.2","<2","21","41","6400"
"Deep Bay","River Indus","IN2","2016-04-01","1","2.5","151","0.72","<0.05","<1","2","25","<1","<50","<0.1","12","13","1.1","<1","206","3","<0.01","73","6.3","24000","null","0.2","<0.01","390","1","102","<1","<2","2","1.4","0.16","<0.5","0.082","7.2","<0.2","0.1","14","<1","<0.02","6.1","<1","1.3","3","0.17","170","59","8.1","<2","23","30","6200"
"Deep Bay","River Indus","IN2","2016-05-04","1","3.7","192","0.69","0.07","<1","3","22","<1","<50","<0.1","9","<10","0.9","<1","177","4","<0.01","76","6.2","46000","null","<0.2","<0.01","623","2","103","<1","<2","2","1.3","0.17","<0.5","0.14","7.4","0.2","0.1","13","<1","<0.02","7","<1","1.3","4","0.25","140","80","14.2","<2","25.3","28","10000"
"Deep Bay","River Indus","IN2","2016-06-01","1","1.5","104","0.24","<0.05","<1","2","21","<1","<50","<0.1","12","<10","0.8","<1","194","2","<0.01","78","6","17000","null","<0.2","<0.01","371","<1","62","<1","<2","1","1.2","0.1","<0.5","0.078","7.2","0.8","0.1","15","<1","<0.02","3.9","<1","0.59","3","0.13","140","74","4.5","<2","29.3","23","2400"
"Deep Bay","River Indus","IN2","2016-07-04","1","1.8","65","0.47","<0.05","<1","3","21","<1","<50","<0.1","9","10","2.8","<1","188","2","<0.01","70","5.4","25000","null","<0.2","<0.01","554","<1","112","<1","<2","<1","0.68","0.095","0.5","0.12","7.1","2.6","0.1","15","<1","<0.02","3.5","<1","0.95","3","0.25","130","68","6","<2","29","19","1600"
"Deep Bay","River Indus","IN2","2016-08-01","1","2","97","0.59","<0.05","<1","3","26","<1","<50","<0.1","10","<10","3.3","<1","213","3","<0.01","71","5.4","9200","null","<0.2","<0.01","394","1","104","<1","<2","1","1.3","0.13","<0.5","0.093","7.2","4","0.1","15","<1","<0.02","6","<1","0.95","4","0.15","150","58","5.8","<2","29.4","25","2200"
"Deep Bay","River Indus","IN2","2016-09-01","1","4.1","145","0.71","<0.05","<1","2","21","<1","<50","<0.1","9","<10","0.8","<1","173","4","<0.01","78","6.2","1300000","null","<0.2","<0.01","366","2","71","<1","<2","<1","1.3","0.13","0.6","0.083","7.4","0.8","0.1","13","<1","<0.02","13","<1","0.96","4","0.14","150","70","18","<2","27.5","30","130000"
"Deep Bay","River Indus","IN2","2016-10-03","1","0.7","71","0.48","<0.05","<1","3","22","<1","<50","<0.1","6","<10","1.6","<1","196","2","<0.01","79","6.2","100000","null","<0.2","<0.01","334","<1","85","<1","<2","1","1.3","0.13","<0.5","0.054","7.3","1.4","0.1","17","<1","<0.02","3.4","<1","0.74","3","0.14","160","76","4.2","<2","27.4","22","11000"
"Deep Bay","River Indus","IN2","2016-11-02","1","1.5","120","0.53","<0.05","<1","2","23","<1","<50","<0.1","5","<10","0.4","<1","180","2","<0.01","86","7.3","52000","null","<0.2","<0.01","359","<1","89","<1","<2","2","1","0.16","<0.5","0.05","7.4","2","0.1","16","<1","<0.02","6.6","<1","0.84","2","0.1","160","70","11.7","<2","23.2","20","18000"
"Deep Bay","River Indus","IN2","2016-12-01","1","1.6","113","0.53","<0.05","<1","2","35","<1","<50","<0.1","5","10","0.2","<1","191","4","<0.01","80","7.3","35000","null","<0.2","<0.01","331","1","96","<1","2","1","1.3","0.11","<0.5","0.038","7.2","1","0.1","16","<1","<0.02","6.2","<1","0.95","3","0.11","130","8.5","7.1","<2","19.7","32","9000"
"Deep Bay","River Indus","IN3","2016-01-06","1","3.2","292","0.16","<0.05","3","4","17","<1","<50","<0.1","8","13","0.9","7","273","2","<0.01","95","8.4","7900","0.042","0.3","<0.01","172","<1","24","<1","13","1","1.3","0.06","<0.5","0.13","8","0.6","0.1","20","<1","<0.02","6.7","<1","0.69","3","0.2","220","39","6.7","8","21.6","26","3200"
"Deep Bay","River Indus","IN3","2016-02-17","1","2.2","117","0.074","<0.05","<1","3","18","<1","<50","<0.1","3","<10","0.3","2","185","3","<0.01","97","9.7","4400","0.02","<0.2","<0.01","493","1","150","<1","<2","8","0.99","0.025","<0.5","0.074","7.4","1.1","0.1","19","<1","<0.02","2.6","<1","0.37","2","0.1","160","40","7.4","<2","15.6","35","2300"
"Deep Bay","River Indus","IN3","2016-03-09","1","2.6","195","0.12","0.05","<1","3","26","<1","<50","<0.1","12","16","0.9","2","251","3","<0.01","93","8.3","9700","0.02","0.2","<0.01","344","1","61","<1","6","<1","1.3","0.027","<0.5","0.096","7.6","0.5","0.1","19","<1","<0.02","1.6","<1","0.68","6","0.13","200","68","30.7","3","20.6","18","3600"
"Deep Bay","River Indus","IN3","2016-04-01","1","1.3","802","0.048","<0.05","<1","2","26","<1","58","<0.1","11","15","0.5","3","146","6","<0.01","99","8.7","4300","0.018","0.3","<0.01","815","4","132","<1","9","2","0.99","0.04","<0.5","0.045","7.6","<0.2","0.1","15","<1","<0.02","100","<1","0.51","3","0.13","290","69","59.8","<2","21.7","38","2800"
"Deep Bay","River Indus","IN3","2016-05-04","1","1","212","0.05","0.05","<1","2","16","<1","<50","<0.1","7","<10","0.9","<1","152","3","<0.01","97","8","5600","0.015","<0.2","<0.01","442","2","45","<1","2","<1","0.84","0.039","<0.5","0.11","7.6","0.5","0.1","16","<1","<0.02","26","<1","0.46","3","0.16","130","92","28","<2","24.9","18","4300"
"Deep Bay","River Indus","IN3","2016-06-01","1","0.8","319","0.03","<0.05","<1","2","12","<1","<50","<0.1","5","<10","0.3","3","169","2","<0.01","96","7.6","22000","0.015","<0.2","<0.01","277","<1","25","<1","7","<1","0.61","0.018","<0.5","0.099","8.7","<0.2","0.1","16","<1","<0.02","5.6","<1","0.26","2","0.13","140","66","7.2","2","27.7","16","1600"
"Deep Bay","River Indus","IN3","2016-07-04","1","1","224","0.79","<0.05","<1","4","12","<1","<50","<0.1","13","32","0.7","2","102","1","<0.01","94","7.2","20000","0.016","0.3","<0.01","346","<1","35","<1","5","<1","0.63","0.14","0.6","0.16","8.1","0.6","0","13","<1","<0.02","7.4","<1","1.7","5","0.29","200","58","8.1","2","28.8","<10","3800"
"Deep Bay","River Indus","IN3","2016-08-01","1","1.3","177","0.028","<0.05","<1","3","37","<1","<50","<0.1","4","<10","0.9","2","352","1","<0.01","94","7.3","11000","0.019","<0.2","<0.01","270","1","73","<1","5","<1","0.61","0.033","<0.5","0.058","7.4","0.7","0.2","18","<1","<0.02","34","<1","0.33","2","0.1","290","76","27.9","<2","28.6","16","6100"
"Deep Bay","River Indus","IN3","2016-09-01","1","0.8","116","0.088","<0.05","<1","2","23","<1","<50","<0.1","6","<10","0.4","<1","266","1","<0.01","97","7.6","44000","0.02","<0.2","<0.01","302","<1","56","<1","4","<1","0.79","0.027","<0.5","0.061","7.3","0.3","0.1","19","<1","<0.02","5","<1","0.23","3","0.1","230","86","14.8","<2","27.5","25","3500"
"Deep Bay","River Indus","IN3","2016-10-03","1","0.6","437","0.082","<0.05","<1","4","18","<1","<50","<0.1","6","<10","0.3","3","11","1","<0.01","99","7.7","21000","0.02","0.2","<0.01","291","2","63","<1","8","<1","0.53","0.033","<0.5","0.097","7.3","<0.2","0","18","<1","<0.02","9.8","<1","0.26","3","0.13","180","60","10.7","6","28","14","900"
"Deep Bay","River Indus","IN3","2016-11-02","1","0.9","130","0.13","<0.05","<1","3","22","<1","<50","<0.1","5","<10","0.4","<1","210","2","<0.01","101","8.5","21000","0.026","<0.2","<0.01","318","2","81","<1","4","<1","0.54","0.047","<0.5","0.044","7.3","1.9","0.1","18","<1","<0.02","24","<1","0.53","2","0.09","170","46","20.2","3","24.2","10","4300"
"Deep Bay","River Indus","IN3","2016-12-01","1","0.6","193","0.11","<0.05","<1","2","27","<1","<50","<0.1","4","<10","0.2","4","204","1","<0.01","93","8.4","5500","0.019","<0.2","<0.01","185","<1","30","<1","5","<1","0.7","0.038","<0.5","0.064","9.9","<0.2","0.1","17","<1","<0.02","3","<1","0.3","2","0.08","180","34","2.5","<2","20.5","12","1600"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-01-20","1","2.5","85","0.19","<0.05","<1","<1","19","<1","<50","<0.1","7","17","0.6","<1","129","2","<0.01","100","9.9","3600","0.116","0.3","<0.01","131","<1","23","<1","<2","2","3.3","0.13","<0.5","0.3","7.5","1","0.1","12","<1","<0.02","1.8","<1","0.55","3","0.37","230","52","1.5","<2","15.9","23","1500"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-02-25","1","1.1","<50","0.11","<0.05","<1","<1","18","<1","<50","<0.1","8","17","0.4","<1","158","2","<0.01","100","10.2","960","0.044","0.3","<0.01","96","<1","12","<1","<2","2","4.4","0.097","<0.5","0.41","8","1.2","0.1","10","<1","<0.02","1","<1","0.35","3","0.45","140","55","1.2","<2","14.3","21","480"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-03-17","1","2.3","64","0.14","<0.05","<1","<1","19","<1","<50","<0.1","7","21","<0.2","<1","160","2","<0.01","97","9.5","3300","null","0.3","<0.01","172","<1","111","<1","<2","3","3.8","0.1","0.9","0.36","7.8","1.7","0.1","9.3","<1","<0.02","2.7","<1","0.2","3","0.4","180","86","3.6","<2","16.3","19","1900"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-04-21","1","1.1","89","0.061","<0.05","<1","<1","16","<1","<50","<0.1","4","13","0.6","<1","82","3","<0.01","98","8.6","5000","0.064","0.2","<0.01","128","<1","60","<1","<2","<1","2.4","0.038","<0.5","0.24","7.8","0.3","0","14","<1","<0.02","3.7","<1","0.12","2","0.27","110","34","1.9","<2","22.2","13","1600"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-05-20","1","1.3","66","0.036","<0.05","<1","<1","17","<1","<50","<0.1","4","13","0.6","<1","136","2","<0.01","98","8.4","3900","0.092","0.2","<0.01","114","<1","29","<1","<2","1","2.5","0.048","<0.5","0.28","7.7","0.6","0.1","14","<1","<0.02","2","<1","0.43","2","0.33","110","52","1.8","<2","23.2","20","2000"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-06-17","1","2","141","0.25","0.05","<1","<1","16","<1","<50","<0.1","9","<10","0.6","<1","94","3","<0.01","99","8","150000","0.156","<0.2","<0.01","192","2","25","<1","<2","<1","1.4","0.07","<0.5","0.15","7.6","1.1","0","10","<1","<0.02","5.2","<1","0.61","3","0.22","84","38","13.2","<2","26","51","75000"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-07-20","1","0.8","76","0.023","<0.05","<1","<1","17","<1","<50","<0.1","4","10","0.8","<1","131","1","<0.01","102","8.1","11000","0.112","<0.2","<0.01","103","<1","13","<1","<2","<1","1.8","0.032","<0.5","0.17","7.9","0.6","0.1","13","<1","<0.02","2.3","<1","0.23","2","0.2","97","42","1.9","<2","26.8","12","1300"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-08-17","1","0.9","97","0.12","<0.05","<1","<1","16","<1","<50","<0.1","5","<10","0.4","<1","83","3","<0.01","99","8.1","57000","0.368","<0.2","<0.01","93","1","18","<1","<2","<1","0.98","0.035","<0.5","0.1","7.7","1.5","0","12","<1","<0.02","5.1","<1","0.3","2","0.12","120","77","6","<2","25.1","21","16000"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-09-28","1","0.7","66","0.023","<0.05","<1","<1","16","<1","<50","<0.1","5","12","0.2","<1","146","1","<0.01","100","8.3","2200","0.076","0.2","<0.01","138","1","30","<1","<2","<1","2.4","0.025","<0.5","0.25","7.5","1.5","0.1","14","<1","<0.02","0.8","<1","0.22","2","0.28","160","77","1.4","<2","25.1","17","410"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-10-20","1","1","55","0.085","0.17","<1","<1","16","<1","<50","<0.1","3","13","0.3","<1","91","2","<0.01","101","8.3","66000","0.292","<0.2","<0.01","<50","<1","14","<1","<2","<1","1.3","0.019","<0.5","0.074","8.1","<0.2","0","14","<1","<0.02","3.3","<1","0.33","1","0.09","96","66","4","<2","25.1","20","11000"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-11-21","1","0.9","63","0.041","<0.05","<1","<1","16","<1","<50","<0.1","6","13","1.1","<1","134","2","<0.01","99","8.5","6800","0.064","0.2","<0.01","61","<1","19","<1","<2","1","3.2","0.036","<0.5","0.37","7.8","2","0.1","15","<1","<0.02","2.6","<1","0.43","3","0.39","120","56","1.1","<2","23","19","330"
"Junk Bay","Tseng Lan Shue Stream","JR11","2016-12-14","1","0.9","53","0.034","<0.05","<1","<1","17","<1","<50","<0.1","6","15","0.4","<1","146","1","<0.01","102","9.4","2200","0.064","0.2","<0.01","73","<1","25","<1","<2","2","3.4","0.05","<0.5","0.36","7.5","2.2","0.1","13","<1","<0.02","1.6","<1","<0.05","2","0.37","110","40","1.8","<2","19.5","20","370"
"Junk Bay","Tseng Lan Shue Stream","JR3","2016-01-20","1","7.4","107","4.8","0.17","<1","<1","21","<1","<50","0.1","13","17","0.3","<1","163","3","<0.01","72","7","200000","null","<0.2","<0.01","200","<1","115","<1","<2","2","2.1","0.18","<0.5","0.39","6.9","0.8","0.1","13","<1","<0.02","3.6","<1","5.3","5","0.47","220","43","3.9","<2","16.4","43","150000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2016-02-25","1","9","210","8","0.76","<1","<1","21","<1","<50","<0.1","18","21","0.4","1","234","4","<0.01","92","9.1","110000","null","0.2","<0.01","331","1","157","<1","<2","2","1.5","0.19","0.7","0.65","7.3","1.9","0.1","13","<1","<0.02","4","<1","9.6","7","0.9","160","38","8.7","<2","15.8","21","72000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2016-03-17","1","9.1","173","6.2","0.47","<1","<1","31","<1","<50","<0.1","20","21","1.8","<1","236","5","<0.01","87","8.4","300","null","0.2","<0.01","320","2","149","<1","<2","3","1.7","0.24","0.6","0.57","7.3","3.6","0.1","12","<1","<0.02","18","<1","7.3","6","0.84","160","57","11","<2","16.8","46","100"
