"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Victoria Harbour","Kai Tak River","KN7","2012-01-26","1","4.3","50","0.67","0.15","<1","1","21","<1","1200","<0.1","33","6100","","1","15757","5","<0.01","98","8.6","3300","1.632","0.7","<0.01","50","<1","110","<1","4","7","11","0.77","<0.5","1.7","7.1","","10.6","7.1","<1","<0.02","3.6","<1","1.7","6","2.1","13000","2200","1.8","<2","18.7","40","2900"
"Victoria Harbour","Kai Tak River","KN7","2012-02-15","1","2.5","<50","0.12","0.06","<1","1","26","<1","1300","<0.1","30","5700","2.5","2","16207","9","<0.01","100","8.2","6500","1.656","0.7","<0.01","170","<1","110","<1","4","10","8.5","0.12","<0.5","1.4","7.4","0.9","10","7.9","<1","<0.02","5.5","<1","1.2","6","1.6","11000","1600","2.4","<2","22.7","30","4600"
"Victoria Harbour","Kai Tak River","KN7","2012-03-05","1","9.6","<50","6.3","0.26","<1","<1","26","<1","1100","<0.1","36","5600","","2","15932","11","<0.01","98","8","3500","1.596","0.7","<0.01","120","<1","80","<1","4","8","3.5","0.47","1","1.1","7.1","","9.7","8.3","<1","<0.02","5.1","<1","7.7","6","1.4","12000","2000","2.3","<2","22.9","20","2500"
"Victoria Harbour","Kai Tak River","KN7","2012-04-18","1","5.5","<50","0.49","<0.05","<1","<1","23","<1","<960","<0.1","16","4700","1.1","<2","14890","10","<0.01","100","7.8","5400","2.25","0.7","<0.01","60","<1","90","<1","<4","<8","6.2","0.23","<0.5","1.6","7.4","0.2","8.5","8.9","<1","<0.02","3.4","<1","1.2","7","1.7","10000","1600","0.8","<2","25.9","20","3200"
"Victoria Harbour","Kai Tak River","KN7","2012-05-04","1","1.8","<50","0.16","0.12","<1","1","27","<1","860","<0.1","29","4500","","1","14832","8","<0.01","99","7.3","4500","1.752","0.6","<0.01","70","<1","90","<1","5","10","5.5","0.076","<0.5","1.7","7.1","","8","8.9","<1","<0.02","2.7","<1","0.95","5","1.7","9600","1700","0.8","<2","28.8","20","3400"
"Victoria Harbour","Kai Tak River","KN7","2012-06-08","1","0.5","<50","0.12","0.09","<1","2","25","<1","950","<0.1","30","4700","1.8","1","15843","8","<0.01","99","7.1","36000","1.632","0.6","<0.01","70","<1","80","<1","4","8","5.5","0.042","<0.5","1.7","7.4","0.9","8.3","8.9","<1","<0.02","2.2","<1","0.86","7","1.9","10000","2000","0.2","<2","30.4","40","9000"
"Victoria Harbour","Kai Tak River","KN7","2012-07-04","1","4.7","100","0.69","0.19","<1","1","23","<1","1100","<0.1","23","5500","","2","18397","6","<0.01","97","6.9","7100","1.692","0.7","<0.01","120","<1","110","<1","3","7","4.6","0.95","<0.5","1.7","7.4","","9.6","9","<1","<0.02","5.2","<1","1.7","6","2","12000","2200","1.7","<2","30.8","30","2900"
"Victoria Harbour","Kai Tak River","KN7","2012-08-15","1","1.3","<50","0.12","0.06","<1","1","22","<1","820","<0.1","28","3900","1.2","1","13538","10","<0.01","99","7.1","7100","1.668","0.7","<0.01","180","<1","100","<1","4","6","6.2","0.094","<0.5","1.6","7.4","1.1","6.9","9.1","<1","<0.02","4.4","<1","1.1","5","1.8","8400","1500","1.7","<2","30.7","30","3800"
"Victoria Harbour","Kai Tak River","KN7","2012-09-03","1","1.8","<50","0.13","0.06","<1","2","26","<1","1200","0.2","23","5900","","2","19709","8","<0.01","99","7","2700","1.728","0.7","<0.01","80","<1","100","<1","4","8","6","0.06","0.5","1.7","7.4","","10.3","8.5","<1","<0.02","3.9","<1","0.85","5","1.9","12000","2000","1.1","<2","31.2","30","1300"
"Victoria Harbour","Kai Tak River","KN7","2012-10-19","1","2.4","<50","0.25","0.09","<1","1","28","<1","1300","<0.1","22","6100","1.8","1","19961","5","<0.01","98","7.1","8900","1.692","0.7","<0.01","110","<1","100","<1","4","6","4.3","0.1","<0.5","1.8","7.4","0.5","11","9.1","<1","<0.02","5.1","<1","1","4","2.2","13000","2200","1.8","<2","28.7","20","6900"
"Victoria Harbour","Kai Tak River","KN7","2012-11-21","1","2.4","<50","0.22","0.11","<1","1","26","<1","1100","<0.1","10","6100","","<1","10957","5","<0.01","99","7.7","3400","1.632","0.7","<0.01","110","<1","130","<1","4","6","4.8","0.26","<0.5","1.4","7.3","","6","7.4","<1","<0.02","3.9","<1","0.86","5","1.5","12000","1900","1.2","<2","26.4","30","2400"
"Victoria Harbour","Kai Tak River","KN7","2012-12-12","1","2.4","<50","0.23","0.09","<1","<1","23","<1","1000","<0.1","11","6000","2.1","<1","17813","5","<0.01","100","7.9","2500","1.248","0.7","<0.01","70","<1","100","<1","3","6","6.7","0.18","<0.5","1.6","7.2","0.7","10.7","7","<1","<0.02","4.3","<1","0.76","5","1.8","12000","1600","6.5","<2","24.2","30","1800"
"Deep Bay","Kam Tin River","KT1","2012-01-05","1","47","3100","13","0.2","<1","1","320","2","<50","1.1","420","20","290","11","274","22","<0.01","18","1.8","900000","0.048","0.4","0.01","15000","30","1200","<1","<2","18","<0.002","0.021","9.2","5.3","7.1","150","0.2","15","<1","4.02","1000","<1","41","170","12","1300","760","127","13","15.5","1500","130000"
"Deep Bay","Kam Tin River","KT1","2012-02-02","1","70","400","7.1","0.13","<1","1","58","<1","<50","0.3","22","18","8","2","276","12","<0.01","41","3.8","570000","0.228","0.5","<0.01","1900","6","300","<1","2","4","0.36","0.13","<0.5","1.6","7.2","7.2","0.2","15","<1","0.4","130","<1","11","10","2.6","320","140","21.5","3","18.2","280","150000"
"Deep Bay","Kam Tin River","KT1","2012-03-16","1","7.7","60","6.1","0.22","<1","<1","25","<1","<50","<0.1","12","17","1.2","<1","293","11","<0.01","42","3.8","130000","0.09","0.6","<0.01","520","1","210","<1","2","2","1.1","0.32","0.9","1.3","7.2","2.5","0.2","16","<1","0.02","10","<1","7","4","1.6","220","61","5.6","<2","20.8","40","50000"
"Deep Bay","Kam Tin River","KT1","2012-04-11","1","5.2","<50","6","1.6","<1","1","25","<1","<50","<0.1","14","17","4.4","<1","213","6","<0.01","77","6.3","300000","0.192","0.5","<0.01","490","<1","180","<1","3","2","0.012","0.006","<0.5","0.71","7.5","4.1","0.1","15","<1","0.02","8.2","<1","7.1","7","1.2","210","78","4.7","<2","25.4","30","53000"
"Deep Bay","Kam Tin River","KT1","2012-05-10","1","48","380","7.9","0.13","<1","2","64","<1","<50","0.4","27","18","120","<1","372","23","<0.01","24","1.9","1100000","0.242","0.4","<0.01","1900","10","450","<1","3","4","<0.002","0.002","<0.5","1.2","7.4","65","0.2","15","<1","0.04","140","<1","24","13","3.9","350","130","19.2","<2","29.2","110","84000"
"Deep Bay","Kam Tin River","KT1","2012-06-04","1","9.7","210","3.4","0.26","<1","1","33","<1","<50","0.2","12","14","22","<1","304","7","<0.01","87","6.9","530000","0.531","0.4","<0.01","690","4","140","<1","3","2","1.2","0.5","<0.5","1.4","7.6","16","0.1","16","<1","<0.02","22","<1","4.7","5","1.6","210","71","9.6","<2","27.9","40","57000"
"Deep Bay","Kam Tin River","KT1","2012-07-19","1","12","360","4.3","0.12","<1","2","45","<1","<50","0.3","19","13","15","1","314","16","<0.01","60","4.5","280000","0.387","0.4","<0.01","1600","9","220","<1","2","2","0.83","0.35","1","0.9","7.4","24","0.1","15","<1","0.03","51","<1","6.7","6","1.6","220","72","14.9","3","30.4","110","40000"
"Deep Bay","Kam Tin River","KT1","2012-08-01","1","5.6","100","2.5","0.08","<1","2","26","<1","<50","<0.1","8","12","1.5","<1","250","4","<0.01","94","7.3","470000","0.336","0.5","<0.01","560","2","150","<1","3","<1","1.1","0.42","<0.5","0.39","7.4","1.2","0.1","17","<1","<0.02","4.6","<1","2.9","3","0.52","160","48","4","<2","28.6","30","190000"
"Deep Bay","Kam Tin River","KT1","2012-09-12","1","7.4","100","4","0.11","<1","2","28","<1","<50","<0.1","11","15","5.9","<1","310","9","<0.01","91","6.9","95000","0.276","0.6","<0.01","680","2","190","<1","3","1","1.4","0.44","<0.5","0.68","7.6","8","0.1","18","<1","<0.02","10","<1","4.4","3","0.83","180","63","5.4","<2","29.6","30","23000"
"Deep Bay","Kam Tin River","KT1","2012-10-05","1","12","120","5.1","0.12","<1","2","32","<1","<50","0.2","61","15","12","<1","323","160","<0.01","68","5.4","150000","0.171","0.5","<0.01","1100","5","250","<1","4","3","1.5","0.38","0.6","1","7.4","9.9","0.2","17","<1","<0.02","31","<1","7.3","13","1.7","210","79","11.8","<2","27.4","310","43000"
"Deep Bay","Kam Tin River","KT1","2012-11-05","1","8.3","130","5.6","0.11","<1","2","29","<1","<50","<0.1","24","16","4.6","<1","317","22","<0.01","76","6.3","230000","0.557","0.6","<0.01","700","2","230","<1","3","2","1.5","0.32","<0.5","1.4","7.4","4.2","0.2","18","<1","0.02","14","<1","6.5","5","1.7","210","98","6.3","<2","24.6","60","64000"
"Deep Bay","Kam Tin River","KT1","2012-12-05","1","30","710","8.1","0.12","<1","3","43","<1","<50","0.3","41","<10","0.4","2","213","76","<0.01","71","6.7","610000","0.36","0.3","<0.01","1400","16","330","<1","2","2","1.3","0.28","<0.5","1","7.8","0.6","0.1","10","<1","0.03","57","<1","9.6","16","1.6","250","68","65.7","4","18.2","260","470000"
"Deep Bay","Kam Tin River","KT2","2012-01-05","1","78","410","17","0.54","<1","2","43","<1","80","0.2","60","26","2.9","1","390","18","<0.01","34","3.4","380000","0.078","0.3","<0.01","2100","13","310","<1","3","5","<0.002","0.004","1.7","2.7","7","1.8","0.2","19","<1","0.09","55","<1","23","29","4","330","100","35.1","<2","14.6","80","330000"
"Deep Bay","Kam Tin River","KT2","2012-02-02","1","62","760","15","0.14","<1","2","46","<1","<50","0.5","37","23","1.2","2","286","37","<0.01","29","2.8","690000","0.378","0.3","<0.01","2600","27","300","<1","3","4","<0.002","0.005","0.9","2","7","0.8","0.2","21","<1","0.08","110","<1","22","16","3.8","390","130","43.6","2","18.3","150","620000"
"Deep Bay","Kam Tin River","KT2","2012-03-16","1","37","700","15","0.64","<1","2","44","<1","<50","0.1","57","25","0.4","2","233","18","<0.01","34","3","730000","0.234","0.4","<0.01","1600","8","310","<1","3","4","<0.002","0.006","0.6","2.6","7.4","1.4","0.1","19","<1","<0.02","84","<1","22","12","3.8","350","89","58.5","2","21.4","80","620000"
"Deep Bay","Kam Tin River","KT2","2012-04-11","1","71","870","24","0.42","<1","2","63","<1","60","0.3","92","29","8","3","603","34","<0.01","37","3","2100000","0.216","0.4","<0.01","2300","9","410","<1","2","7","0.007","0.023","1.6","5","7.6","5.6","0.3","17","<1","0.07","190","<1","32","44","7","470","160","144.5","3","27","340","2000000"
"Deep Bay","Kam Tin River","KT2","2012-05-10","1","43","60","7.4","0.14","<1","2","23","<1","<50","<0.1","23","18","16","<1","397","4","<0.01","79","6","480000","0.263","0.2","<0.01","410","<1","120","<1","6","2","0.023","0.087","<0.5","1.3","7.6","14","0.2","18","<1","0.04","140","<1","11","9","2","3300","3000","42.7","<2","29.5","<10","280000"
"Deep Bay","Kam Tin River","KT2","2012-06-04","1","16","300","5.8","0.26","<1","2","36","<1","<50","<0.1","19","18","8","2","344","8","<0.01","50","3.9","350000","0.504","0.3","<0.01","950","2","190","<1","6","2","0.4","0.13","<0.5","1.7","7.9","2.2","0.2","18","<1","<0.02","21","<1","9.3","9","2.4","240","59","18.7","<2","28.4","30","230000"
"Deep Bay","Kam Tin River","KT2","2012-07-19","1","18","100","5.9","0.94","<1","2","16","<1","<50","<0.1","23","16","7.8","<1","358","2","<0.01","29","2.1","290000","0.45","0.3","<0.01","370","1","110","<1","4","2","0.1","0.072","1.4","1.2","7.6","6.4","0.2","18","<1","<0.02","34","<1","6.1","11","1.9","250","68","22.2","<2","31.4","<10","130000"
"Deep Bay","Kam Tin River","KT2","2012-08-01","1","4.7","360","1.6","0.11","<1","2","27","<1","<50","<0.1","12","11","2","<1","224","7","<0.01","96","7.4","130000","0.936","0.2","<0.01","740","4","120","<1","3","3","0.74","0.12","<0.5","0.36","7.6","0.7","0.1","18","<1","<0.02","12","<1","2.1","3","0.52","180","52","19.4","<2","28.7","40","57000"
"Deep Bay","Kam Tin River","KT2","2012-09-12","1","38","680","12","0.26","<1","2","48","<1","<50","0.1","32","19","35","1","426","16","<0.01","30","2.3","590000","0.342","0.4","<0.01","1400","5","210","<1","3","3","0.01","0.011","<0.5","2.1","7.9","11","0.2","19","<1","0.06","110","<1","17","15","3.3","290","110","43.5","<2","30.1","100","390000"
"Deep Bay","Kam Tin River","KT2","2012-10-05","1","26","170","14","0.28","<1","2","42","<1","<50","<0.1","92","22","18","1","426","36","<0.01","53","4.2","630000","0.099","0.3","<0.01","980","2","200","<1","3","2","0.03","0.079","0.6","2.7","7.6","4.1","0.2","20","<1","<0.02","35","<1","15","16","3.5","240","80","23.2","<2","27.6","100","460000"
"Deep Bay","Kam Tin River","KT2","2012-11-05","1","48","340","13","0.5","<1","2","44","<1","<50","<0.1","98","24","11","2","481","14","<0.01","32","2.7","1100000","0.293","0.4","<0.01","1200","4","210","<1","6","3","<0.002","0.009","<0.5","2.5","8.3","3.2","0.2","19","<1","0.05","59","<1","16","19","3.6","350","140","45.4","<2","25","90","690000"
"Deep Bay","Kam Tin River","KT2","2012-12-05","1","51","1600","6.1","<0.05","<1","3","71","<1","<50","0.4","67","<10","1.1","4","240","54","<0.01","61","5.8","390000","0.24","0.2","<0.01","3200","36","290","<1","4","6","0.12","0.12","0.9","0.38","7.8","<0.2","0.1","14","<1","0.03","130","<1","10","17","2","500","30","151.6","6","17.9","270","210000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-01-14","1","4","170","0.77","0.08","<1","<1","54","<1","660","2.3","16","3600","2.3","1","9452","19","<0.01","105","9.6","50000","0.009","0.7","<0.01","<50","2","490","<1","3","2","2.5","0.2","0.5","0.17","7.7","1.3","6.2","11","<1","0.04","2.3","<1","1.2","3","0.2","7500","1100","5.1","<2","18.2","160","10000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-02-08","1","6.8","140","0.88","0.05","<1","<1","57","<1","630","1","18","3500","4.6","<1","4810","7","<0.01","108","10.6","49000","0.011","0.7","<0.01","210","4","660","<1","2","2","2.2","0.2","<0.5","0.16","7.4","3.7","3.2","10","<1","<0.02","11","<1","1.5","3","0.25","7100","1100","9.6","<2","15.3","120","17000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-03-01","1","2.1","90","1","0.16","<1","<1","46","<1","520","0.6","10","2800","0.4","<1","7716","3","<0.01","120","11","22000","0.011","0.7","<0.01","110","1","440","<1","<2","1","3.4","0.22","<0.5","0.21","8","0.6","5","10","<1","<0.02","2","<1","1.5","2","0.23","5900","1100","1.4","<2","18","70","14000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-04-10","1","2.1","220","0.38","<0.05","<1","<1","46","<1","370","0.7","12","2000","0.7","<1","5938","4","<0.01","120","9.9","17000","0.012","0.7","<0.01","<50","2","200","<1","<2","1","3.6","0.1","<0.5","0.11","7.6","0.6","3.3","10","<1","<0.02","1.4","<1","0.84","2","0.16","4500","820","1.5","<2","24.2","70","10000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-05-11","1","1.4","60","0.24","0.09","<1","<1","62","<1","400","3.2","11","2000","2.3","1","6530","4","<0.01","105","8.4","140000","0.005","0.8","<0.01","90","1","190","<1","<2","2","2.8","0.095","<0.5","0.046","8","1.4","3.5","12","<1","<0.02","1.6","<1","0.55","2","0.1","4500","870","0.4","<2","25.6","170","13000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-06-14","1","1.9","70","0.12","0.06","<1","<1","32","<1","180","1","11","990","1.3","<1","3419","3","<0.01","112","9","69000","0.019","0.6","<0.01","70","1","110","<1","<2","<1","2","0.051","0.6","0.066","7.9","1.5","1.8","12","<1","<0.02","2.6","<1","0.49","2","0.1","2200","430","1.1","<2","26","100","22000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-07-25","1","0.7","190","0.059","0.09","<1","<1","27","<1","90","0.6","6","290","0.3","<1","1156","2","<0.01","98","7.9","41000","0.102","0.7","<0.01","<50","2","80","<1","<2","<1","2","0.011","<0.5","0.025","7.6","0.3","0.6","12","<1","<0.02","3.3","<1","0.33","2","0.04","660","150","4.8","<2","25.9","90","15000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-08-08","1","1.7","110","0.33","0.05","<1","<1","49","<1","200","1.2","6","1000","2.1","<1","3773","23","<0.01","114","8.8","100000","0.015","0.7","<0.01","70","2","160","<1","<2","1","2.3","0.079","0.5","0.068","7.8","2.2","1.9","14","<1","<0.02","3","<1","0.58","2","0.1","2200","450","0.5","<2","28.3","140","21000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-09-21","1","3","70","0.24","0.31","<1","<1","57","<1","1100","2.5","11","5600","5.4","2","17567","6","<0.01","132","10","110000","0.008","0.8","<0.01","60","1","130","<1","4","2","2.5","0.15","<0.5","0.12","8.3","3.8","9.9","9.8","<1","<0.02","4.5","<1","1.1","2","0.18","12000","2200","19","<2","26.9","100","33000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-10-11","1","2.8","60","0.35","0.12","<1","<1","57","<1","1200","3.3","13","6800","2.9","1","19269","6","<0.01","115","9.1","130000","0.01","0.8","<0.01","60","2","210","<1","4","2","2.1","0.11","<0.5","0.069","8.3","2.4","11.8","8.4","<1","<0.02","1.4","<1","0.88","2","0.12","14000","2500","2","<2","23.6","140","110000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-11-09","1","2.8","50","0.37","<0.05","<1","<1","55","<1","1400","2.4","7","7600","5.5","<1","21215","11","<0.01","115","8.9","140000","0.016","0.8","<0.01","150","2","220","<1","4","3","2.2","0.26","0.6","0.14","8.3","4.1","12.8","9.1","<1","<0.02","12","<1","0.77","3","0.18","16000","2800","5.3","<2","24.5","150","14000"
"Victoria Harbour","Kau Wa Keng Stream","KW3","2012-12-08","1","1.1","60","0.45","0.07","<1","<1","49","<1","1000","1.3","9","5700","1","1","15391","5","<0.01","107","9.4","11000","0.005","0.8","<0.01","70","2","230","<1","3","2","2.8","0.25","<0.5","0.093","7.7","<0.2","10.3","9.9","<1","<0.02","1.4","<1","0.76","2","0.13","12000","1800","1.9","<2","18.9","110","7500"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-01-26","1","0.4","150","0.009","<0.05","<1","<1","19","<1","<50","<0.1","4","<10","","<1","166","<1","<0.01","96","10.5","1200","0.005","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.61","0.003","<0.5","0.069","8.7","","0.1","15","<1","<0.02","1.1","<1","0.09","<1","0.07","52","22","1.5","<2","11.4","<10","300"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-02-15","1","0.2","70","0.013","<0.05","<1","<1","16","<1","<50","<0.1","4","<10","0.3","<1","243","1","<0.01","97","9.2","860","0.004","<0.2","<0.01","<50","<1","10","<1","<2","<1","0.43","<0.002","0.6","0.074","8.7","0.4","0.1","15","<1","<0.02","2.3","<1","0.16","<1","0.08","76","30","1.8","<2","18.1","10","270"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-03-05","1","0.3","120","0.028","<0.05","<1","<1","18","<1","<50","<0.1","4","<10","","<1","284","<1","<0.01","95","8.9","210","0.005","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.51","<0.002","<0.5","0.087","7.8","","0.2","15","<1","<0.02","2.2","<1","0.1","1","0.09","69","28","3.2","<2","18.3","<10","180"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-04-18","1","<0.1","<80","0.015","<0.05","<1","<1","16","<1","<50","<0.1","5","<10","1","<1","58","1","<0.01","96","8.7","1600","0.005","<0.2","<0.01","80","<1","10","<1","<2","<1","0.53","<0.002","<0.5","0.11","8.5","<0.2","0","14","<1","<0.02","4.1","<1","0.11","2","0.12","75","24","2.3","<2","20.1","20","630"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-05-04","1","0.3","110","0.022","<0.05","<1","<1","18","<1","<50","<0.1","4","<10","0.4","<1","225","5","<0.01","96","8.1","870","0.017","<0.2","<0.01","80","1","40","<1","<2","<1","0.66","0.003","<0.5","0.11","7.6","<0.2","0.1","13","<1","<0.02","4.7","<1","0.18","1","0.13","64","34","4.5","<2","24","20","720"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-06-08","1","<0.1","100","0.022","<0.05","<1","<1","14","<1","<50","<0.1","3","<10","0.7","<1","169","1","<0.01","97","8","3900","0.009","<0.2","<0.01","110","<1","40","<1","<2","<1","0.39","0.002","<0.5","0.089","8.8","0.9","0.1","14","<1","<0.02","4.9","<1","0.14","<1","0.1","62","30","2.6","<2","25","10","1900"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-07-04","1","0.3","60","0.011","<0.05","<1","<1","16","<1","<50","0.1","4","<10","","<1","256","1","<0.01","97","7.9","1800","0.009","<0.2","<0.01","120","<1","10","<1","<2","<1","0.49","<0.002","<0.5","0.08","8.7","","0.1","14","<1","<0.02","6.2","<1","<0.05","1","0.1","72","26","2.9","<2","25.3","30","370"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-08-15","1","0.1","100","0.023","<0.05","<1","<1","17","<1","<50","<0.1","4","<10","0.7","<1","490","<1","<0.01","98","7.9","1700","0.01","<0.2","<0.01","110","<1","20","<1","<2","<1","0.44","0.002","<0.5","0.075","8.2","0.7","0.2","14","<1","<0.02","2.6","<1","0.19","<1","0.1","62","20","2.3","<2","25.7","<10","300"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-09-03","1","0.5","90","0.023","<0.05","<1","<1","15","<1","<50","<0.1","2","<10","","<1","209","<1","<0.01","97","7.8","3800","0.003","<0.2","<0.01","110","<1","10","<1","<2","<1","0.26","0.004","<0.5","0.078","7.9","","0.1","15","<1","<0.02","3.8","<1","0.16","<1","0.09","72","20","2","<2","26","<10","800"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-10-19","1","0.2","<50","<0.005","<0.05","<1","<1","16","<1","<50","<0.1","3","<10","0.9","<1","250","<1","<0.01","94","8.1","250","0.007","<0.2","<0.01","50","<1","<10","<1","<2","<1","0.064","<0.002","<0.5","0.058","8.3","0.4","0.1","15","<1","<0.02","2.1","<1","<0.05","<1","0.06","48","12","0.6","<2","22.2","10","140"
"Tolo Harbour And Channel","Kwun Yam Shan Stream","KY1","2012-11-21","1","0.2","90","0.008","<0.05","<1","<1","16","<1","<50","<0.1","4","<10","","<1","222","<1","<0.01","93","8.3","290","0.005","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.15","<0.002","<0.5","0.069","8.4","","0.1","16","<1","<0.02","1.3","<1","0.06","<1","0.08","68","25","1.1","<2","20.6","10","170"
